Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,Age
Jacob deGrom,TEX,15,9,,2.85724,32,32,0,0,,200,792,152,69,63,23,40,,6,271,12.1926,1.78093,6.84617,1.01571,0.342069,0.049965,0.2921041436493397,0.203889,0.958411,0.28626,0.767067,0.383583,,2.61498,6.77849,5.67966,40.029998779296875,,,,,,,1205.9,6.0295,1105,5.525,,,,,,,,,,,,,,,,,,,Jacob deGrom,10954,594798,36.7
Paul Skenes,PIT,14,9,,2.79917,32,32,0,0,,200,808,157,69,62,16,59,,8,257,11.567,2.63359,4.39209,0.74226,0.31822,0.0724529,0.2457670122385025,0.21145,1.07628,0.299853,0.762213,0.470836,,2.66614,6.18063,6.16547,11.239999771118164,,,,,,,1188.0,5.94,1105,5.525,,,,,,,,,,,,,,,,,,,Paul Skenes,33677,694973,22.7
Garrett Crochet,BOS,15,10,,3.03826,32,32,0,0,,200,804,156,74,68,20,61,,8,260,11.6779,2.73525,4.26941,0.878781,0.322699,0.075584,0.2471149340271949,0.212541,1.08576,0.299645,0.756042,0.439859,,2.8678,5.6857,5.78309,23.0,,,,,,,1141.4,5.707000000000001,1053,5.265,,,,,,,,,,,,,,,,,,,Garrett Crochet,27463,676979,25.7
Tyler Glasnow,LAD,15,9,,3.22194,32,32,0,0,,200,807,163,78,72,22,57,,5,248,11.1684,2.54947,4.38067,1.00919,0.307379,0.0701671,0.2372119128704071,0.218315,1.09739,0.295444,0.75219,0.448947,,3.0665,5.13535,4.77369,108.9499969482422,,,,,,,1095.6,5.478000000000001,1024,5.12,,,,,,,,,,,,,,,,,,,Tyler Glasnow,14374,607192,31.5
Tarik Skubal,DET,14,10,,2.92117,32,32,0,0,,200,803,163,71,65,20,46,,8,233,10.4852,2.06389,5.08029,0.918593,0.290323,0.0571469,0.2331760786473751,0.218131,1.04574,0.288545,0.763486,0.435306,,2.97342,5.09537,5.27303,13.050000190734863,,,,,,,1114.2,5.571000000000001,1044,5.22,,,,,,,,,,,,,,,,,,,Tarik Skubal,22267,669373,28.2
Spencer Strider,ATL,15,9,,3.19125,32,32,0,0,,200,812,155,77,71,22,65,,8,265,11.9177,2.92493,4.07454,0.992202,0.326016,0.080013,0.2460029497742653,0.209011,1.09769,0.292798,0.7577,0.377359,,3.04568,4.90961,5.05075,131.3699951171875,,,,,,,1117.4,5.587000000000001,1025,5.125,,,,,,,,,,,,,,,,,,,Spencer Strider,27498,675911,26.3
Roki Sasaki,LAD,15,9,,3.29856,32,32,0,0,,200,818,159,79,73,24,63,,9,258,11.6299,2.82644,4.1147,1.0668,0.315947,0.0767849,0.2391620278358459,0.21366,1.11074,0.292558,0.756307,0.395912,,3.20663,4.87695,4.66195,999.0,,,,,,,1071.4,5.357,988,4.94,,,,,,,,,,,,,,,,,,,Roki Sasaki,sa3025686,808963,23.3
Chris Sale,ATL,15,8,,3.0693,32,32,0,0,,200,808,163,74,68,21,50,,10,247,11.0999,2.26932,4.89131,0.935046,0.305125,0.062381,0.2427439242601394,0.218422,1.06944,0.296682,0.754882,0.42585,,2.95113,4.83463,5.39268,35.88999938964844,,,,,,,1111.9,5.559500000000001,1041,5.205,,,,,,,,,,,,,,,,,,,Chris Sale,10603,519242,35.9
Zack Wheeler,PHI,14,9,,3.32157,32,32,0,0,,200,816,172,80,74,23,51,,9,214,9.63327,2.30894,4.17217,1.0338,0.262346,0.06288,0.1994660198688507,0.228014,1.11839,0.287902,0.748006,0.425639,,3.41958,4.65049,4.82257,20.920000076293945,,,,,,,997.9,4.9895,949,4.745,,,,,,,,,,,,,,,,,,,Zack Wheeler,10310,554430,34.7
Shane McClanahan,TBR,13,11,,3.31136,32,32,0,1,,200,818,172,80,74,22,59,,6,224,10.0714,2.65041,3.79995,1.00301,0.273692,0.0720251,0.2016667574644088,0.227733,1.152,0.294314,0.753217,0.448552,,3.34706,4.09972,4.14606,117.73999786376952,,,,,,,1019.2,5.096,971,4.855,,,,,,,,,,,,,,,,,,,Shane McClanahan,21483,663556,27.8
Shohei Ohtani,LAD,14,10,,3.48951,32,32,0,0,,200,825,168,84,78,25,64,,9,234,10.5169,2.88501,3.64534,1.10822,0.283254,0.077703,0.2055507749319076,0.223961,1.16212,0.291338,0.750081,0.413773,,3.53356,4.074,4.09211,1.4500000476837158,,,,,,,984.7,4.923500000000001,924,4.62,,,,,,,,,,,,,,,,,,,Shohei Ohtani,19755,660271,30.6
Blake Snell,LAD,14,10,,3.50546,32,32,0,0,,200,838,158,84,78,24,86,,6,260,11.6955,3.87581,3.01756,1.09282,0.31019,0.102795,0.2073951512575149,0.211848,1.22061,0.289663,0.76053,0.397896,,3.52728,4.0273,4.0952,44.2599983215332,,,,,,,1018.0,5.09,932,4.66,,,,,,,,,,,,,,,,,,,Blake Snell,13543,605483,32.2
Cole Ragans,KCR,13,10,,3.49143,32,32,0,0,,200,836,171,84,78,21,75,,7,227,10.2159,3.39483,3.00927,0.945043,0.271517,0.090227,0.1812900677323341,0.226621,1.23109,0.296259,0.747029,0.407633,,3.49946,4.01789,4.49854,48.630001068115234,,,,,,,985.1,4.9255,935,4.675,,,,,,,,,,,,,,,,,,,Cole Ragans,21846,666142,27.2
Sonny Gray,STL,13,10,,3.40015,32,32,0,0,,200,827,178,83,76,21,56,,7,214,9.61128,2.49956,3.84518,0.956302,0.258223,0.067155,0.1910680755972862,0.232527,1.16621,0.295535,0.740284,0.447447,,3.35601,3.99207,4.18038,104.20999908447266,,,,,,,997.9,4.9895000000000005,966,4.83,,,,,,,,,,,,,,,,,,,Sonny Gray,12768,543243,35.3
Yoshinobu Yamamoto,LAD,14,10,,3.5716,32,32,0,0,,200,825,182,86,79,24,55,,7,210,9.4669,2.45856,3.85058,1.07596,0.25487,0.06619,0.1886799558997154,0.237975,1.18239,0.298075,0.739271,0.456353,,3.53627,3.90888,3.86962,58.709999084472656,,,,,,,945.6,4.728,922,4.61,,,,,,,,,,,,,,,,,,,Yoshinobu Yamamoto,33825,808967,26.5
Kyle Bradish,BAL,13,11,,3.59406,32,32,0,0,,200,836,184,87,80,22,61,,9,207,9.3114,2.7333,3.40665,1.0098,0.247571,0.0726729,0.1748982965946197,0.239794,1.2218,0.300496,0.737847,0.47043,,3.60678,3.892,3.41473,649.7100219726562,,,,,,,935.0,4.675000000000001,918,4.59,,,,,,,,,,,,,,,,,,,Kyle Bradish,24586,680694,28.4
Joe Ryan,MIN,13,11,,3.7605,32,32,0,0,,200,821,176,89,84,30,46,,8,222,9.99532,2.08122,4.80261,1.34208,0.270651,0.0563549,0.2142960280179977,0.230195,1.11294,0.284992,0.738158,0.327705,,3.70339,3.88747,3.38016,93.83999633789062,,,,,,,935.4,4.677,892,4.46,,,,,,,,,,,,,,,,,,,Joe Ryan,21390,657746,28.7
Dylan Cease,SDP,13,10,,3.48546,32,32,0,0,,200,833,164,84,77,24,75,,7,237,10.6822,3.35642,3.18261,1.06623,0.285095,0.089579,0.1955158486962318,0.217953,1.19162,0.285702,0.753501,0.379245,,3.5537,3.84401,3.99289,46.65999984741211,,,,,,,986.4,4.9319999999999995,916,4.58,,,,,,,,,,,,,,,,,,,Dylan Cease,18525,656302,29.1
Corbin Burnes,ARI,13,10,,3.68642,32,32,0,0,,200,835,188,89,82,21,56,,8,203,9.12636,2.53669,3.59774,0.950527,0.242761,0.0674759,0.1752849593758583,0.243364,1.22065,0.304311,0.722023,0.457641,,3.46997,3.8162,3.81876,40.209999084472656,,,,,,,946.9,4.734500000000001,941,4.705,,,,,,,,,,,,,,,,,,,Corbin Burnes,19361,669203,30.3
Framber Valdez,HOU,13,10,,3.4256,32,32,0,0,,200,831,187,84,76,17,64,,9,192,8.63249,2.87992,2.99747,0.759907,0.230967,0.0770539,0.1539129689335823,0.247281,1.25626,0.310587,0.733209,0.568853,,3.44547,3.78901,3.92323,62.81999969482422,,,,,,,949.7,4.7485,944,4.72,,,,,,,,,,,,,,,,,,,Framber Valdez,17295,664285,31.2
Max Fried,NYY,14,10,,3.4162,32,32,0,0,,200,835,190,84,76,20,56,,7,190,8.56117,2.5038,3.41927,0.914253,0.227727,0.066601,0.1611259803175926,0.246136,1.22865,0.302231,0.745103,0.509048,,3.53145,3.74687,3.86558,100.58000183105467,,,,,,,931.0,4.655,931,4.655,,,,,,,,,,,,,,,,,,,Max Fried,13743,608331,31.1
Cristopher Sánchez,PHI,13,10,,3.4805,32,32,0,0,,200,833,193,86,77,20,56,,7,175,7.89516,2.52596,3.12561,0.878277,0.210713,0.067415,0.1432979255914688,0.250709,1.24551,0.301797,0.737241,0.537343,,3.62482,3.74441,4.14868,176.0,,,,,,,893.2,4.466,901,4.505,,,,,,,,,,,,,,,,,,,Cristopher Sanchez,20778,650911,28.2
Pablo López,MIN,13,11,,3.62069,32,32,0,0,,200,827,183,87,80,25,50,,9,210,9.44773,2.23612,4.22505,1.1042,0.253934,0.060102,0.1938320659101009,0.238705,1.16529,0.297608,0.7339,0.431337,,3.54113,3.70494,3.59981,65.97000122070312,,,,,,,939.7,4.6985,918,4.59,,,,,,,,,,,,,,,,,,,Pablo Lopez,17085,641154,28.9
George Kirby,SEA,12,11,,3.51136,32,32,0,0,,200,816,187,85,78,26,30,,8,190,8.53785,1.36769,6.24252,1.15862,0.232609,0.037262,0.1953469365835189,0.241111,1.08906,0.287756,0.732236,0.412638,,3.51794,3.61898,3.20575,44.65999984741211,,,,,,,940.0,4.7,928,4.64,,,,,,,,,,,,,,,,,,,George Kirby,25436,669923,27.0
Hunter Brown,HOU,13,11,,3.69797,32,32,0,0,,200,839,182,90,82,22,69,,8,209,9.39596,3.10358,3.02746,0.983231,0.248784,0.0821759,0.1666081100702285,0.238803,1.25535,0.301276,0.731389,0.489714,,3.64949,3.59564,3.26071,103.0,,,,,,,923.2,4.6160000000000005,901,4.505,,,,,,,,,,,,,,,,,,,Hunter Brown,25880,686613,26.5
Ranger Suárez,PHI,13,11,,3.59226,32,32,0,1,,200,841,190,88,80,21,63,,7,181,8.1369,2.85338,2.85167,0.94327,0.215112,0.075434,0.1396784484386444,0.247088,1.26893,0.297899,0.739419,0.500251,,3.77226,3.55036,3.94119,257.04998779296875,,,,,,,883.7,4.4185,883,4.415,,,,,,,,,,,,,,,,,,,Ranger Suarez,17277,624133,29.5
Logan Webb,SFG,12,11,,3.42503,32,32,0,0,,200,834,199,85,76,17,45,,6,174,7.81404,2.02277,3.86305,0.752949,0.208114,0.053873,0.1542409844696521,0.254562,1.2214,0.308103,0.722798,0.558,,3.28781,3.53742,3.57345,101.79000091552734,,,,,,,948.5,4.742500000000001,974,4.87,,,,,,,,,,,,,,,,,,,Logan Webb,17995,657277,28.2
Logan Gilbert,SEA,12,11,,3.42741,32,32,0,0,,200,813,177,83,76,25,43,,6,209,9.42465,1.95055,4.8318,1.13682,0.257607,0.053315,0.2042921520769596,0.23221,1.10321,0.287496,0.745239,0.406066,,3.45652,3.53039,3.43909,24.34000015258789,,,,,,,983.3,4.9165,946,4.73,,,,,,,,,,,,,,,,,,,Logan Gilbert,22250,669302,27.8
Sandy Alcantara,MIA,11,12,,3.80125,32,32,0,0,,200,837,198,92,84,22,50,,8,180,8.11333,2.26846,3.57658,0.994112,0.215364,0.060215,0.1551489420235157,0.253686,1.23981,0.30444,0.717929,0.479871,,3.67609,3.50109,3.55757,163.33999633789062,,,,,,,880.6000000000001,4.4030000000000005,900,4.5,,,,,,,,,,,,,,,,,,,Sandy Alcantara,18684,645261,29.4
Shane Bieber,CLE,12,11,,3.59782,32,32,0,1,,200,832,191,87,80,23,48,,7,201,9.05214,2.16655,4.17813,1.03528,0.241645,0.0578357,0.1838093250989914,0.245291,1.19436,0.303079,0.733463,0.466887,,3.47378,3.49091,3.41953,451.0799865722656,,,,,,,941.5,4.7075,942,4.71,,,,,,,,,,,,,,,,,,,Shane Bieber,19427,669456,29.7
Drew Rasmussen,TBR,13,11,,3.55276,32,32,0,1,,200,828,187,86,79,21,53,,7,195,8.76252,2.36596,3.70358,0.96506,0.235201,0.0635065,0.1716946586966514,0.243069,1.19711,0.299352,0.731539,0.464536,,3.50134,3.46784,3.45852,226.88999938964844,,,,,,,949.5,4.7475,941,4.705,,,,,,,,,,,,,,,,,,,Drew Rasmussen,25385,656876,29.6
Freddy Peralta,MIL,13,11,,3.7548,32,32,0,0,,200,836,169,90,83,27,71,,9,231,10.3966,3.18883,3.26031,1.21307,0.276318,0.0847521,0.1915660575032234,0.223531,1.19922,0.285205,0.743213,0.37037,,3.81074,3.4635,3.52079,101.11000061035156,,,,,,,930.5,4.652500000000001,871,4.355,,,,,,,,,,,,,,,,,,,Freddy Peralta,18679,642547,28.7
Nick Lodolo,CIN,13,12,,3.91737,32,32,0,0,,200,844,182,94,87,27,64,,18,219,9.84419,2.86685,3.4338,1.20769,0.259121,0.075462,0.183659017086029,0.238851,1.22956,0.300377,0.729272,0.441747,,3.94434,3.45912,3.64086,251.2899932861328,,,,,,,866.7,4.3335,841,4.205,,,,,,,,,,,,,,,,,,,Nick Lodolo,26378,666157,27.0
Michael King,SDP,13,11,,3.65252,32,32,0,0,,200,839,175,88,81,24,71,,8,213,9.59193,3.21711,2.98154,1.09209,0.253973,0.085182,0.1687910854816436,0.230429,1.23237,0.288749,0.74528,0.420677,,3.81089,3.41787,3.55775,60.970001220703125,,,,,,,918.8,4.593999999999999,877,4.385,,,,,,,,,,,,,,,,,,,Michael King,19853,650633,29.7
Yusei Kikuchi,LAA,13,12,,3.77032,32,32,0,0,,200,827,178,90,84,28,62,,7,223,10.0189,2.79551,3.58391,1.27139,0.269062,0.075075,0.1939869225025177,0.234828,1.2012,0.295237,0.746843,0.420896,,3.81104,3.41132,3.56262,151.9499969482422,,,,,,,911.8,4.559,875,4.375,,,,,,,,,,,,,,,,,,,Yusei Kikuchi,20633,579328,33.7
Aaron Nola,PHI,13,11,,3.83912,32,32,0,0,,200,832,190,92,85,28,48,,6,197,8.88461,2.15019,4.13201,1.26607,0.237318,0.057434,0.1798839978873729,0.244307,1.18907,0.293149,0.733336,0.427641,,3.83253,3.41089,3.50717,85.66000366210938,,,,,,,873.5999999999999,4.367999999999999,868,4.34,,,,,,,,,,,,,,,,,,,Aaron Nola,16149,605400,31.7
Brandon Woodruff,MIL,12,11,,3.76053,32,32,0,0,,200,827,180,90,84,28,53,,8,213,9.58984,2.3975,3.99993,1.24846,0.257647,0.0644129,0.1932339817285537,0.234931,1.16582,0.28988,0.737543,0.384654,,3.76019,3.34676,3.52128,237.47000122070312,,,,,,,910.6,4.553,879,4.395,,,,,,,,,,,,,,,,,,,Brandon Woodruff,16162,605540,32.0
Shota Imanaga,CHC,13,10,,3.64437,32,32,0,0,,200,823,185,87,81,29,42,,6,203,9.12127,1.90634,4.78471,1.2965,0.246173,0.05145,0.1947230659425258,0.239245,1.13835,0.288183,0.749934,0.368289,,3.74476,3.34179,3.62516,76.52999877929688,,,,,,,904.3,4.5215,885,4.425,,,,,,,,,,,,,,,,,,,Shota Imanaga,33829,684007,31.5
Max Scherzer,TOR,13,12,,3.89996,32,32,0,1,,200,831,181,92,87,30,49,,9,211,9.51048,2.22184,4.28045,1.36303,0.254354,0.0594222,0.1949313580989837,0.234455,1.15243,0.284117,0.733719,0.330462,,3.89823,3.34136,2.89533,341.239990234375,,,,,,,892.4,4.462,862,4.31,,,,,,,,,,,,,,,,,,,Max Scherzer,3137,453286,40.6
Kodai Senga,NYM,13,11,,3.77512,32,32,0,1,,200,848,174,91,84,24,81,,8,217,9.76531,3.62743,2.69207,1.07787,0.255811,0.0950237,0.1607869639992714,0.229477,1.27508,0.289859,0.740714,0.421483,,3.87769,3.3254,2.9351,150.3699951171875,,,,,,,903.4,4.5169999999999995,859,4.295,,,,,,,,,,,,,,,,,,,Kodai Senga,31838,673540,32.0
Justin Steele,CHC,13,11,,3.56258,32,32,0,0,,200,827,186,86,79,22,56,,8,195,8.77156,2.51821,3.48325,0.999282,0.235565,0.067628,0.1679370626807212,0.243111,1.20818,0.299056,0.737493,0.45614,,3.61646,3.30707,3.73809,122.91999816894533,,,,,,,923.8,4.619000000000001,912,4.56,,,,,,,,,,,,,,,,,,,Justin Steele,17312,657006,29.6
Hunter Greene,CIN,12,12,,4.17251,32,32,0,0,,200,849,174,99,93,32,73,,14,238,10.7241,3.27787,3.27166,1.42471,0.280613,0.0857709,0.1948420256376266,0.227616,1.23237,0.288058,0.731206,0.340265,,4.13761,3.29471,3.1362,97.0,,,,,,,849.0000000000001,4.245000000000001,799,3.995,,,,,,,,,,,,,,,,,,,Hunter Greene,22182,668881,25.5
Nathan Eovaldi,TEX,13,11,,3.76048,32,32,0,0,,200,834,190,91,84,25,53,,8,194,8.73424,2.39474,3.64726,1.112,0.232622,0.06378,0.1688420623540878,0.245598,1.21584,0.297935,0.730209,0.456039,,3.74605,3.26932,3.18219,199.0,,,,,,,883.5,4.4175,880,4.4,,,,,,,,,,,,,,,,,,,Nathan Eovaldi,9132,543135,35.0
Tanner Houck,BOS,12,12,,3.97244,32,32,0,1,,200,852,202,96,88,20,61,,12,178,8.01591,2.74771,2.91731,0.896582,0.208989,0.0716375,0.1373510509729385,0.259201,1.31503,0.313263,0.70841,0.519819,,3.7789,3.2439,3.41469,222.5,,,,,,,849.8,4.249,881,4.405,,,,,,,,,,,,,,,,,,,Tanner Houck,19879,656557,28.6
Braxton Garrett,MIA,12,13,,3.86307,32,32,0,0,,200,843,201,94,86,23,50,,11,176,7.902,2.2455,3.51904,1.0206,0.208254,0.0591793,0.1490749455988407,0.256438,1.2522,0.30469,0.717095,0.481399,,3.80238,3.23589,3.34418,731.8900146484375,,,,,,,843.4999999999999,4.217499999999999,870,4.35,,,,,,,,,,,,,,,,,,,Braxton Garrett,21844,666129,27.5
Reid Detmers,LAA,12,12,,3.90921,32,32,0,1,,200,840,177,93,87,28,69,,10,221,9.94151,3.11998,3.1864,1.25967,0.262949,0.0825222,0.180426500737667,0.232342,1.23103,0.290586,0.738909,0.38209,,3.96047,3.20145,3.24379,359.3900146484375,,,,,,,884.3999999999999,4.422,845,4.225,,,,,,,,,,,,,,,,,,,Reid Detmers,27468,672282,25.6
Gerrit Cole,NYY,12,11,,3.98485,32,32,0,0,,200,839,184,95,89,30,56,,7,209,9.38895,2.528,3.71398,1.36893,0.248703,0.0669639,0.1817389354109764,0.237877,1.20338,0.287169,0.735336,0.379147,,4.0072,3.19353,2.68291,60.18000030517578,,,,,,,861.6,4.308,839,4.195,,,,,,,,,,,,,,,,,,,Gerrit Cole,13125,543037,34.4
Spencer Schwellenbach,ATL,13,10,,3.78746,32,32,0,0,,200,833,191,91,84,25,50,,9,193,8.70285,2.23496,3.89396,1.1073,0.232076,0.059599,0.1724769994616508,0.24709,1.2056,0.299637,0.725012,0.44081,,3.70945,3.18316,3.50838,83.29000091552734,,,,,,,884.9,4.4245,884,4.42,,,,,,,,,,,,,,,,,,,Spencer Schwellenbach,31846,680885,24.7
Jared Jones,PIT,12,12,,3.90562,32,32,0,1,,200,845,182,94,87,25,69,,9,206,9.28574,3.08559,3.00939,1.12799,0.244284,0.0811739,0.1631101295351982,0.237738,1.25429,0.293683,0.72928,0.395146,,3.9015,3.1724,3.38698,145.17999267578125,,,,,,,881.3,4.406499999999999,857,4.285,,,,,,,,,,,,,,,,,,,Jared Jones,27863,683003,23.5
David Festa,MIN,12,12,,3.91779,32,32,0,1,,200,847,183,94,87,24,71,,8,208,9.35374,3.21188,2.91224,1.09566,0.245356,0.0842501,0.16110610216856,0.238341,1.27166,0.296233,0.727385,0.427899,,3.86383,3.14137,2.84087,295.739990234375,,,,,,,892.0,4.46,871,4.355,,,,,,,,,,,,,,,,,,,David Festa,30056,701581,24.9
Kumar Rocker,TEX,13,11,,3.79397,32,32,0,1,,200,838,185,91,84,25,62,,8,204,9.19131,2.77663,3.31024,1.10945,0.243815,0.073655,0.1701602786779403,0.24064,1.23278,0.297068,0.731813,0.439112,,3.7699,3.14123,3.17719,277.6600036621094,,,,,,,893.5,4.4675,877,4.385,,,,,,,,,,,,,,,,,,,Kumar Rocker,31843,677958,25.2
Grayson Rodriguez,BAL,13,11,,3.6797,32,32,0,0,,200,835,180,89,82,25,65,,7,213,9.59162,2.93684,3.26596,1.12254,0.255137,0.0781201,0.1770170554518699,0.235283,1.22389,0.294484,0.74366,0.429817,,3.74321,3.11282,3.19647,104.70999908447266,,,,,,,914.5,4.5725,885,4.425,,,,,,,,,,,,,,,,,,,Grayson Rodriguez,24492,680570,25.2
Eury Pérez,MIA,12,13,,3.91783,32,32,0,0,,200,840,176,93,87,28,66,,8,223,10.0373,2.94888,3.40378,1.25177,0.265655,0.0780471,0.1876081973314285,0.230285,1.20992,0.288407,0.733125,0.345694,,3.84494,3.09889,3.44985,455.4200134277344,,,,,,,902.0,4.51,860,4.3,,,,,,,,,,,,,,,,,,,Eury Perez,27768,691587,21.8
MacKenzie Gore,WSN,12,12,,3.75236,32,32,0,0,,200,841,174,90,83,25,75,,9,215,9.69643,3.35918,2.88655,1.11479,0.256201,0.0887569,0.1674440205097198,0.230059,1.24493,0.288987,0.741087,0.406919,,3.87066,3.08293,3.62663,195.47000122070312,,,,,,,898.1,4.4905,853,4.265,,,,,,,,,,,,,,,,,,,MacKenzie Gore,22201,669022,26.0
Clay Holmes,NYM,13,10,,3.53046,32,32,0,1,,200,858,188,87,78,16,80,,11,188,8.45839,3.60713,2.34491,0.708282,0.219042,0.0934116,0.1256299540400505,0.244394,1.33832,0.304807,0.734314,0.572656,,3.67329,3.07116,3.34758,307.2900085449219,,,,,,,901.4,4.507000000000001,899,4.495,,,,,,,,,,,,,,,,,,,Clay Holmes,13649,605280,31.9
Carlos Rodón,NYY,13,11,,3.97169,32,32,0,0,,200,839,176,94,88,31,62,,9,227,10.2141,2.76834,3.6896,1.3795,0.270673,0.073361,0.1973121091723442,0.229058,1.18745,0.284595,0.737341,0.325852,,3.94428,3.06861,2.79239,124.0,,,,,,,882.1,4.4105,838,4.19,,,,,,,,,,,,,,,,,,,Carlos Rodon,16137,607074,32.2
Nick Pivetta,,13,12,,3.88336,32,32,0,0,,200,831,173,92,86,30,65,,6,229,10.3152,2.93198,3.51817,1.35387,0.275874,0.0784141,0.1974600479006767,0.227341,1.18882,0.285079,0.744431,0.344248,,3.90462,3.06112,3.09696,202.3699951171875,,,,,,,906.2,4.531000000000001,855,4.275,,,,,,,,,,,,,,,,,,,Nick Pivetta,15454,601713,32.0
Brayan Bello,BOS,12,12,,4.07259,32,32,0,0,,200,857,200,99,91,21,70,,9,183,8.23514,3.15682,2.60868,0.948387,0.213656,0.081902,0.1317540854215622,0.257524,1.35171,0.312435,0.712661,0.513798,,3.89385,3.06042,3.11097,315.67999267578125,,,,,,,830.7,4.1535,856,4.28,,,,,,,,,,,,,,,,,,,Brayan Bello,23920,678394,25.7
Clayton Kershaw,LAD,14,11,,3.8999,32,32,0,0,,200,841,194,94,87,28,55,,7,186,8.36936,2.48672,3.36561,1.23824,0.221044,0.0656771,0.155366726219654,0.249519,1.24826,0.29506,0.737194,0.443428,,4.03013,3.05536,2.98879,538.239990234375,,,,,,,817.1999999999999,4.085999999999999,822,4.11,,,,,,,,,,,,,,,,,,,Clayton Kershaw,2036,477132,36.9
Luis Castillo,SEA,12,12,,3.63563,32,32,0,0,,200,832,180,88,81,26,57,,7,203,9.14944,2.55135,3.58612,1.15992,0.24429,0.068121,0.1761689335107803,0.234452,1.18394,0.286278,0.743224,0.411642,,3.77109,3.04241,2.85219,95.0500030517578,,,,,,,906.2,4.531000000000001,876,4.38,,,,,,,,,,,,,,,,,,,Luis Castillo,15689,622491,32.2
Joe Musgrove,SDP,13,11,,3.77703,32,32,0,0,,200,835,187,91,84,27,50,,14,194,8.7417,2.2653,3.85896,1.1934,0.232758,0.0603163,0.1724418886005878,0.242267,1.1853,0.291304,0.731349,0.424674,,3.90588,3.03414,3.21002,999.0,,,,,,,857.7,4.2885,845,4.225,,,,,,,,,,,,,,,,,,,Joe Musgrove,12970,605397,32.2
Zac Gallen,ARI,13,11,,3.924,32,32,0,0,,200,850,193,94,87,23,62,,8,201,9.06025,2.78438,3.25396,1.04894,0.236976,0.072827,0.1641489639878273,0.246967,1.27235,0.304913,0.721252,0.435044,,3.71493,3.03055,3.28803,116.97000122070312,,,,,,,887.3,4.4365,893,4.465,,,,,,,,,,,,,,,,,,,Zac Gallen,19291,668678,29.5
Alex Cobb,DET,12,12,,3.66854,32,32,0,0,,200,842,199,90,82,19,56,,7,167,7.53236,2.53926,2.96636,0.845468,0.198687,0.0669801,0.1317070946097374,0.255608,1.27741,0.304208,0.722188,0.533132,,3.66951,3.02497,3.09263,430.5,,,,,,,873.9,4.3694999999999995,898,4.49,,,,,,,,,,,,,,,,,,,Alex Cobb,6562,502171,37.4
Reynaldo López,ATL,13,11,,3.90059,32,32,0,0,,200,842,183,93,87,25,68,,6,212,9.53909,3.06394,3.11334,1.11212,0.251726,0.080854,0.1708718910813331,0.238217,1.25465,0.297877,0.728199,0.399321,,3.77148,3.02468,3.29243,163.11000061035156,,,,,,,898.7,4.4935,877,4.385,,,,,,,,,,,,,,,,,,,Reynaldo Lopez,16400,625643,31.1
Zach Eflin,BAL,12,11,,3.90534,32,32,0,0,,200,831,204,94,87,28,35,,7,169,7.59829,1.56986,4.84012,1.26043,0.203212,0.0419849,0.1612270213663578,0.258737,1.19548,0.297436,0.725567,0.438395,,3.92337,2.99583,2.65387,185.4499969482422,,,,,,,817.1999999999999,4.085999999999999,848,4.24,,,,,,,,,,,,,,,,,,,Zach Eflin,13774,621107,30.9
Jack Flaherty,DET,12,12,,3.73248,32,32,0,0,,200,845,182,90,83,25,62,,10,210,9.46395,2.80977,3.36823,1.11801,0.248902,0.073897,0.1750049218535423,0.235161,1.22102,0.29179,0.736448,0.418255,,3.75846,2.98761,3.09335,141.9499969482422,,,,,,,903.3,4.5165,879,4.395,,,,,,,,,,,,,,,,,,,Jack Flaherty,17479,656427,29.3
Tanner Bibee,CLE,12,12,,3.85991,32,32,0,0,,200,839,184,92,86,28,56,,9,206,9.25992,2.52468,3.66776,1.2604,0.245388,0.066904,0.1784840524196624,0.237791,1.20031,0.288887,0.736479,0.36616,,3.90368,2.97934,2.86014,87.52999877929688,,,,,,,874.1999999999999,4.371,853,4.265,,,,,,,,,,,,,,,,,,,Tanner Bibee,30134,676440,25.9
Kevin Gausman,TOR,12,11,,3.90456,32,32,0,0,,200,841,189,94,87,26,56,,5,200,8.97843,2.54199,3.53205,1.18111,0.23723,0.067165,0.1700649484992027,0.242373,1.22698,0.293802,0.727732,0.392943,,3.80188,2.96908,2.68589,165.7100067138672,,,,,,,885.8000000000001,4.429,879,4.395,,,,,,,,,,,,,,,,,,,Kevin Gausman,14107,592332,34.1
Brandon Pfaadt,ARI,13,11,,3.95958,32,32,0,1,,200,834,193,94,88,27,48,,8,196,8.82804,2.16585,4.07602,1.22965,0.235197,0.0577026,0.1774942614138126,0.247635,1.20429,0.298146,0.722495,0.386702,,3.81827,2.92221,3.28745,166.9199981689453,,,,,,,874.1000000000001,4.370500000000001,877,4.385,,,,,,,,,,,,,,,,,,,Brandon Pfaadt,27782,694297,26.3
