Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,Age
Adrian Chaidez,,3,4,,5.40576,65,0,0,0,,65,292,67,41,39,11,32,,4,51,7.074,4.3641,1.62095,1.5903,0.174978,0.107947,0.0670302733778953,0.262697,1.523,0.28819,0.694643,0.356313,,5.51248,-0.893175,-0.821696,999.0,,,,,,,165.5,2.546153846153846,176,2.707692307692308,,,,,,,,,,,,,,,,,,,Adrian Chaidez,sa3017417,686585,25.7
Thomas Balboni Jr.,NYY,3,4,,5.42052,65,0,0,0,,65,299,67,42,39,11,39,,4,54,7.4124,5.4108,1.36993,1.4931,0.17881,0.130525,0.0482848584651947,0.260528,1.63,0.291579,0.708072,0.380143,,5.64728,-0.893208,-0.925287,999.0,,,,,,,150.5,2.3153846153846156,161,2.476923076923077,,,,,,,,,,,,,,,,,,,Thomas Balboni Jr.,sa3020861,693647,24.6
Jake Christianson,TBR,3,4,,5.21352,65,0,0,0,,65,294,69,40,38,10,34,,3,45,6.264,4.6458,1.34831,1.3383,0.15388,0.114128,0.0397523716092109,0.268814,1.5803,0.293982,0.700449,0.415168,,5.40108,-0.893605,-0.823536,999.0,,,,,,,157.6,2.4246153846153846,174,2.6769230769230767,,,,,,,,,,,,,,,,,,,Jake Christianson,sa3020410,806279,25.3
Brendan Collins,WSN,3,4,,5.32872,65,0,0,0,,65,298,67,41,38,10,39,,4,47,6.462,5.382,1.20067,1.3473,0.156871,0.130653,0.0262180566787719,0.263697,1.6323,0.289596,0.70309,0.404504,,5.64068,-0.895132,-0.683742,999.0,,,,,,,148.8,2.2892307692307696,160,2.4615384615384617,,,,,,,,,,,,,,,,,,,Brendan Collins,sa3017549,701975,25.4
Yeuris Jimenez,WSN,3,4,,5.29344,65,0,0,0,,65,299,69,41,38,9,40,,4,42,5.7492,5.4828,1.04859,1.1979,0.138689,0.132262,0.0064264088869094,0.271072,1.675,0.295168,0.700563,0.463905,,5.64178,-0.895273,-0.68309,999.0,,,,,,,142.9,2.1984615384615385,160,2.4615384615384617,,,,,,,,,,,,,,,,,,,Yeuris Jimenez,sa3006386,678883,23.9
Hueston Morrill,NYY,3,4,,5.41179,65,0,0,0,,65,297,70,42,39,11,34,,3,46,6.318,4.7628,1.32653,1.4913,0.153443,0.115672,0.0377704873681068,0.270894,1.6118,0.293061,0.703353,0.409588,,5.65238,-0.896811,-0.925287,999.0,,,,,,,144.7,2.226153846153846,163,2.5076923076923077,,,,,,,,,,,,,,,,,,,Hueston Morrill,sa3022408,680893,25.2
Carson Rudd,CIN,3,4,,5.6898,65,0,0,0,,65,297,67,43,41,13,36,,3,56,7.7139,5.0355,1.5319,1.7973,0.187755,0.122563,0.0651916787028312,0.259586,1.5858,0.285349,0.702944,0.339606,,5.88258,-0.89696,-0.672702,999.0,,,,,,,141.90000000000003,2.1830769230769236,151,2.3230769230769233,,,,,,,,,,,,,,,,,,,Carson Rudd,sa3014812,695297,26.4
John Klein,MIN,9,16,,5.65569,32,32,0,0,,200,910,226,134,126,34,91,,11,122,5.5125,4.1157,1.33938,1.5426,0.134645,0.100528,0.0341173782944679,0.280116,1.5881,0.294928,0.681828,0.405843,,5.70598,-0.898126,-1.02648,999.0,,,,,,,412.19999999999993,2.0609999999999995,496,2.48,,,,,,,,,,,,,,,,,,,John Klein,sa3020405,804619,22.8
Hayden Minton,DET,9,16,,5.45544,32,32,0,0,,200,916,219,130,121,30,104,,12,125,5.6322,4.6872,1.20161,1.3455,0.136667,0.113737,0.0229307785630226,0.273754,1.6159,0.293209,0.687829,0.426296,,5.59448,-0.898748,-0.835358,999.0,,,,,,,443.6,2.218,512,2.56,,,,,,,,,,,,,,,,,,,Hayden Minton,sa3023155,688354,23.9
Ethan Chenault,PHI,3,4,,5.45616,65,0,0,0,,65,301,66,42,39,10,44,,3,50,6.9498,6.1452,1.13093,1.3293,0.166566,0.147282,0.0192838609218597,0.262066,1.7047,0.293405,0.705845,0.420201,,5.75198,-0.898775,-0.742938,999.0,,,,,,,145.4,2.236923076923077,154,2.3692307692307693,,,,,,,,,,,,,,,,,,,Ethan Chenault,sa3023445,694839,23.9
Ben Hernandez,KCR,3,4,,5.55246,65,0,0,0,,65,301,75,43,40,8,36,,3,34,4.7448,4.9815,0.952484,1.1637,0.113989,0.119676,-0.0056864842772483,0.288331,1.7136,0.306148,0.686033,0.473084,,5.59748,-0.899692,-0.766696,999.0,,,,,,,138.60000000000002,2.1323076923076925,172,2.646153846153846,,,,,,,,,,,,,,,,,,,Ben Hernandez,sa3014541,690989,23.6
Blake Money,BAL,9,14,,5.5323,32,32,0,0,,200,902,226,131,123,35,87,,8,126,5.6691,3.9105,1.44971,1.5885,0.139698,0.0963628,0.0433355569839477,0.280211,1.5649,0.295536,0.690621,0.405775,,5.62588,-0.899919,-0.982129,999.0,,,,,,,428.9,2.1445,512,2.56,,,,,,,,,,,,,,,,,,,Blake Money,sa3023127,690999,23.3
Nick Paciorek,,3,4,,5.40801,65,0,0,0,,65,300,69,42,39,9,39,,3,47,6.5214,5.445,1.19769,1.2924,0.15718,0.131236,0.0259435921907424,0.269392,1.6698,0.298664,0.699706,0.424012,,5.55628,-0.902947,-0.837688,999.0,,,,,,,158.9,2.4446153846153846,176,2.707692307692308,,,,,,,,,,,,,,,,,,,Nick Paciorek,sa3011141,687392,26.7
Zach Jacobs,CLE,3,4,,5.28813,65,0,0,0,,65,293,70,41,38,10,30,,3,45,6.2658,4.176,1.50043,1.4526,0.154437,0.102928,0.0515084341168403,0.270522,1.5446,0.293028,0.695793,0.404964,,5.41278,-0.904239,-0.879191,999.0,,,,,,,167.0,2.5692307692307694,186,2.8615384615384616,,,,,,,,,,,,,,,,,,,Zach Jacobs,sa3020600,806303,23.4
Karlos Morales,,3,4,,5.16627,65,0,0,0,,65,303,68,40,37,8,45,,3,45,6.2667,6.1821,1.01368,1.0863,0.149485,0.147467,0.0020180344581604,0.268121,1.7378,0.299823,0.713339,0.468991,,5.55848,-0.904546,-0.635442,999.0,,,,,,,151.8,2.3353846153846156,167,2.5692307692307694,,,,,,,,,,,,,,,,,,,Karlos Morales,sa3005285,676342,25.5
Kevin Milam,,3,4,,5.43699,65,0,0,0,,65,297,70,42,39,10,36,,3,46,6.3531,4.9653,1.2795,1.3932,0.154295,0.12059,0.0337049216032028,0.271132,1.6301,0.296339,0.697972,0.399994,,5.55988,-0.905564,-0.837688,999.0,,,,,,,151.0,2.3230769230769233,170,2.6153846153846154,,,,,,,,,,,,,,,,,,,Kevin Milam,sa3010819,687344,27.0
Jojanse Torres,,3,4,,5.42511,65,0,0,0,,65,295,67,41,39,11,35,,3,53,7.3557,4.9059,1.49936,1.5354,0.1803,0.120251,0.0600485354661941,0.260959,1.5732,0.290501,0.700561,0.346261,,5.52958,-0.905718,-0.821696,999.0,,,,,,,163.5,2.5153846153846153,174,2.6769230769230767,,,,,,,,,,,,,,,,,,,Jojanse Torres,sa3006955,666672,29.5
Ryan Cardona,CIN,8,16,,5.94729,32,32,0,0,,200,919,219,140,132,40,108,,10,146,6.5781,4.8789,1.34828,1.8018,0.158995,0.117925,0.0410702675580978,0.273648,1.6385,0.2914,0.690978,0.386427,,6.07848,-0.906264,-0.59383,999.0,,,,,,,356.6,1.783,418,2.09,,,,,,,,,,,,,,,,,,,Ryan Cardona,sa3017470,701318,24.8
Luis Morales,ATH,9,15,,5.3901,32,32,0,0,,200,903,218,128,120,32,100,,8,129,5.8239,4.4901,1.29705,1.4445,0.143259,0.110449,0.0328093841671943,0.273839,1.5876,0.292983,0.695135,0.423131,,5.58268,-0.906348,-0.731315,999.0,,,,,,,453.6,2.268,518,2.59,,,,,,,,,,,,,,,,,,,Luis Morales,sa3021487,806960,22.4
Cade Winquest,STL,3,4,,5.20614,65,0,0,0,,65,296,70,40,38,9,35,,3,41,5.6385,4.8753,1.15654,1.233,0.137541,0.118924,0.0186168998479843,0.273246,1.6243,0.295639,0.699546,0.459003,,5.47348,-0.906445,-0.66565,999.0,,,,,,,156.3,2.4046153846153846,176,2.707692307692308,,,,,,,,,,,,,,,,,,,Cade Winquest,sa3020805,685464,24.8
Tyler Bryant,MIL,3,4,,5.40909,65,0,0,0,,65,299,67,42,39,10,41,,3,52,7.1694,5.6133,1.27722,1.3932,0.172948,0.13541,0.0375379920005798,0.263078,1.6597,0.295051,0.706455,0.396975,,5.58968,-0.906862,-0.811567,999.0,,,,,,,155.8,2.396923076923077,167,2.5692307692307694,,,,,,,,,,,,,,,,,,,Tyler Bryant,sa3024995,827744,26.1
Luis Gastelum,STL,3,4,,5.23494,65,0,0,0,,65,297,69,40,38,9,37,,3,44,6.0732,5.0544,1.20157,1.2726,0.147853,0.12305,0.024802803993225,0.270145,1.6307,0.295324,0.703338,0.426426,,5.47458,-0.907258,-0.66565,999.0,,,,,,,158.9,2.4446153846153846,176,2.707692307692308,,,,,,,,,,,,,,,,,,,Luis Gastelum,sa3020964,703725,23.4
Luís Madero,MIA,3,4,,5.55489,65,0,0,0,,65,295,72,42,40,11,29,,3,44,6.0804,4.0491,1.50167,1.5615,0.149106,0.0992938,0.0498124063014984,0.276105,1.5639,0.295235,0.689251,0.352731,,5.55968,-0.909802,-0.708657,999.0,,,,,,,150.5,2.3153846153846156,174,2.6769230769230767,,,,,,,,,,,,,,,,,,,Luis Madero,20399,650347,27.8
Victor Simeon,TEX,3,4,,5.39694,65,0,0,0,,65,301,67,42,39,10,43,,3,52,7.2297,5.9274,1.21971,1.3374,0.173274,0.142062,0.0312122404575347,0.260755,1.6817,0.294276,0.706879,0.407837,,5.62888,-0.9111,-0.901843,999.0,,,,,,,149.8,2.304615384615385,161,2.476923076923077,,,,,,,,,,,,,,,,,,,Victor Simeon,sa3011677,686807,24.2
Luis Ramirez,TEX,3,4,,5.50629,65,0,0,0,,65,300,72,43,40,10,36,,4,42,5.7951,4.9284,1.17586,1.3329,0.139675,0.118785,0.0208893716335296,0.278509,1.662,0.301094,0.691983,0.457028,,5.63008,-0.911304,-1.00243,999.0,,,,,,,134.8,2.073846153846154,159,2.4461538461538463,,,,,,,,,,,,,,,,,,,Luis Ramirez,sa3020831,687328,23.9
Mac Lardner,,3,4,,5.26392,65,0,0,0,,65,296,71,41,38,10,34,,3,42,5.7654,4.6989,1.22697,1.3725,0.140668,0.114646,0.0260210782289505,0.27216,1.6072,0.291994,0.705102,0.396006,,5.56878,-0.912032,-0.736684,999.0,,,,,,,146.4,2.252307692307693,168,2.5846153846153848,,,,,,,,,,,,,,,,,,,Mac Lardner,sa3014928,687366,27.1
Hunter Riggins,,3,4,,5.47164,65,0,0,0,,65,297,75,42,40,9,32,,3,39,5.3406,4.464,1.19637,1.2699,0.129818,0.10851,0.0213082507252693,0.287216,1.6542,0.308399,0.687532,0.475258,,5.42948,-0.912155,-0.773795,999.0,,,,,,,148.3,2.2815384615384615,181,2.7846153846153845,,,,,,,,,,,,,,,,,,,Hunter Riggins,sa3020340,806329,26.5
Justin Fall,,3,4,,5.27355,65,0,0,0,,65,299,72,41,38,9,37,,3,39,5.3991,5.1138,1.05579,1.2141,0.1303,0.123414,0.0068853124976158,0.277973,1.6767,0.299293,0.703906,0.450001,,5.56898,-0.912177,-0.736684,999.0,,,,,,,141.10000000000002,2.1707692307692312,166,2.5538461538461537,,,,,,,,,,,,,,,,,,,Justin Fall,sa3017540,686607,25.7
C.J. Widger,SFG,3,4,,4.96458,65,0,0,0,,65,297,67,38,36,9,37,,3,50,6.9498,5.1507,1.34929,1.188,0.169046,0.125285,0.0437609553337097,0.259662,1.5962,0.293485,0.711846,0.40685,,5.21248,-0.912991,-0.58719,999.0,,,,,,,176.10000000000002,2.7092307692307696,188,2.892307692307692,,,,,,,,,,,,,,,,,,,C.J. Widger,sa3020960,702448,25.7
Tyler Cleveland,SEA,3,4,,4.9284,65,0,0,0,,65,289,67,38,36,10,28,,3,45,6.2559,3.906,1.60161,1.4517,0.156554,0.0977478,0.0588063076138496,0.261945,1.4707,0.282269,0.711233,0.387713,,5.32008,-0.913671,-0.757716,999.0,,,,,,,180.8,2.7815384615384615,192,2.953846153846154,,,,,,,,,,,,,,,,,,,Tyler Cleveland,sa3020840,804663,25.4
Magdiel Cotto,PIT,3,4,,5.35977,65,0,0,0,,65,304,71,42,39,8,43,,4,42,5.8401,5.9238,0.985871,1.0953,0.138802,0.140791,-0.0019893050193786,0.275179,1.7481,0.303501,0.702723,0.452768,,5.59368,-0.913886,-0.694462,999.0,,,,,,,141.00000000000003,2.1692307692307695,164,2.523076923076923,,,,,,,,,,,,,,,,,,,Magdiel Cotto,sa3023251,694365,22.6
Mikey Tepper,WSN,3,4,,5.45661,65,0,0,0,,65,299,70,42,39,9,38,,3,43,5.9031,5.3064,1.11245,1.314,0.142804,0.128369,0.0144350081682205,0.272943,1.6689,0.29606,0.696483,0.439926,,5.66878,-0.914796,-0.784377,999.0,,,,,,,151.3,2.327692307692308,171,2.6307692307692307,,,,,,,,,,,,,,,,,,,Mikey Tepper,sa3023065,694366,22.7
Jackson Lancaster,TBR,3,4,,5.1201,65,0,0,0,,65,297,66,40,37,9,40,,3,50,6.9219,5.4864,1.26165,1.2726,0.168293,0.133392,0.0349015444517135,0.260701,1.6304,0.292636,0.713468,0.400191,,5.42968,-0.914985,-0.823536,999.0,,,,,,,169.70000000000002,2.610769230769231,179,2.753846153846154,,,,,,,,,,,,,,,,,,,Jackson Lancaster,sa3021468,688776,25.9
Luis Montas,,3,4,,5.45427,65,0,0,0,,65,299,71,42,39,9,38,,3,44,6.1218,5.1939,1.17865,1.3095,0.147741,0.125348,0.0223935693502426,0.274322,1.6686,0.300013,0.696908,0.430001,,5.57288,-0.915011,-0.837688,999.0,,,,,,,150.70000000000002,2.3184615384615386,173,2.6615384615384614,,,,,,,,,,,,,,,,,,,Luis Montas,sa3015102,691703,24.4
Jacinto Arredondo,,3,4,,5.73228,65,0,0,0,,65,301,74,44,41,9,38,,3,41,5.6385,5.2038,1.08354,1.3032,0.135401,0.124962,0.0104387253522872,0.283331,1.7111,0.306179,0.68378,0.445895,,5.68138,-0.915705,-0.790385,999.0,,,,,,,136.9,2.106153846153846,167,2.5692307692307694,,,,,,,,,,,,,,,,,,,Jacinto Arredondo,sa3015009,690475,27.2
Luis Vargas,ATL,10,14,,5.59989,32,32,0,0,,200,910,223,132,124,34,97,,9,135,6.0705,4.3452,1.39706,1.5183,0.148307,0.106157,0.0421504005789756,0.277409,1.5979,0.297938,0.687513,0.395323,,5.59548,-0.918219,-0.470014,999.0,,,,,,,434.0,2.17,510,2.55,,,,,,,,,,,,,,,,,,,Luis Vargas,sa3009592,682855,22.8
Harold Cortijo,NYY,3,4,,5.40765,65,0,0,0,,65,300,70,42,39,10,39,,3,46,6.3936,5.4081,1.18223,1.3716,0.153666,0.129981,0.0236859172582626,0.269788,1.6722,0.295647,0.705423,0.4377,,5.68318,-0.918562,-0.925287,999.0,,,,,,,142.0,2.1846153846153844,161,2.476923076923077,,,,,,,,,,,,,,,,,,,Harold Cortijo,sa3004588,676435,26.4
Florencio Serrano,TEX,3,4,,5.48388,65,0,0,0,,65,296,71,42,40,11,32,,3,43,6.003,4.473,1.34205,1.4976,0.1464,0.109087,0.0373134315013885,0.274467,1.5969,0.294108,0.694679,0.407443,,5.64148,-0.919458,-0.901183,999.0,,,,,,,142.1,2.186153846153846,163,2.5076923076923077,,,,,,,,,,,,,,,,,,,Florencio Serrano,sa3010124,677568,25.0
Dylan Simmons,CIN,3,4,,5.80437,65,0,0,0,,65,301,72,45,42,11,38,,3,46,6.3495,5.2596,1.20722,1.5678,0.152179,0.126057,0.0261216610670089,0.277459,1.6954,0.299824,0.695133,0.425831,,5.91548,-0.920109,-0.862418,999.0,,,,,,,127.5,1.9615384615384617,151,2.3230769230769233,,,,,,,,,,,,,,,,,,,Dylan Simmons,sa3023468,687535,24.4
Cesar Perdomo,SFG,3,4,,5.05503,65,0,0,0,,65,293,71,39,37,9,30,,3,42,5.8167,4.1337,1.40714,1.2699,0.143145,0.101728,0.0414174944162368,0.271881,1.5493,0.294534,0.700124,0.423524,,5.22588,-0.921808,-0.689106,999.0,,,,,,,170.70000000000002,2.6261538461538465,193,2.9692307692307693,,,,,,,,,,,,,,,,,,,Cesar Perdomo,sa3019248,702885,23.0
Will Christophersen,,3,4,,5.40423,65,0,0,0,,65,299,68,42,39,10,39,,4,48,6.6231,5.3631,1.23494,1.3365,0.159909,0.129487,0.0304215550422668,0.266825,1.6497,0.295367,0.699889,0.408012,,5.58298,-0.92235,-0.837688,999.0,,,,,,,148.2,2.28,162,2.4923076923076923,,,,,,,,,,,,,,,,,,,Will Christophersen,sa3022493,808876,25.5
Cooper Chandler,,3,4,,5.32611,65,0,0,0,,65,293,71,41,38,11,30,,3,45,6.1812,4.1292,1.49695,1.5111,0.152554,0.10191,0.0506441593170166,0.273064,1.551,0.293886,0.699728,0.39175,,5.48218,-0.92307,-0.890468,999.0,,,,,,,152.1,2.34,173,2.6615384615384614,,,,,,,,,,,,,,,,,,,Cooper Chandler,sa3020641,695265,26.5
Luis Serna,NYY,9,15,,5.66676,32,32,0,0,,200,918,224,134,126,35,100,,12,128,5.7681,4.4991,1.28206,1.5804,0.139599,0.108887,0.0307122692465782,0.277858,1.6195,0.293816,0.6902,0.424836,,5.85228,-0.923299,-1.0566,999.0,,,,,,,387.1,1.9355,465,2.325,,,,,,,,,,,,,,,,,,,Luis Serna,sa3016528,702436,20.6
Levi Stoudt,BAL,3,4,,5.31099,65,0,0,0,,65,290,71,41,38,12,26,,3,44,6.0822,3.6189,1.68068,1.6056,0.151525,0.090157,0.0613677129149436,0.272655,1.4955,0.289924,0.696373,0.383737,,5.48348,-0.924029,-0.890468,999.0,,,,,,,149.79999999999998,2.3046153846153845,170,2.6153846153846154,,,,,,,,,,,,,,,,,,,Levi Stoudt,25650,686651,27.2
Jeff Hakanson,,3,4,,5.41458,65,0,0,0,,65,298,69,42,39,10,37,,3,48,6.642,5.1822,1.2817,1.3968,0.16103,0.125638,0.0353916585445404,0.266414,1.63,0.293426,0.700351,0.390001,,5.58608,-0.924602,-0.837688,999.0,,,,,,,154.6,2.378461538461538,171,2.6307692307692307,,,,,,,,,,,,,,,,,,,Jeff Hakanson,sa3017846,695377,26.5
Austin Lambright,,3,4,,5.63337,65,0,0,0,,65,304,71,43,41,9,43,,3,45,6.183,5.913,1.04566,1.2366,0.147078,0.140655,0.006422609090805,0.276863,1.7549,0.305785,0.69547,0.431232,,5.69518,-0.925666,-0.694105,999.0,,,,,,,137.70000000000002,2.118461538461539,160,2.4615384615384617,,,,,,,,,,,,,,,,,,,Austin Lambright,sa3007236,681022,30.5
Jordan Jackson,SEA,3,5,,5.03082,65,0,0,0,,65,290,71,39,36,10,28,,3,39,5.4189,3.8385,1.41172,1.359,0.134849,0.0955207,0.0393280982971191,0.273733,1.5199,0.290748,0.701796,0.449962,,5.33708,-0.926473,-0.866016,999.0,,,,,,,158.4,2.436923076923077,180,2.769230769230769,,,,,,,,,,,,,,,,,,,Jordan Jackson,sa3018172,689095,26.3
Adam Tulloch,CLE,3,4,,5.12928,65,0,0,0,,65,299,67,40,37,9,39,,4,49,6.7986,5.3469,1.2715,1.251,0.164289,0.129208,0.035080462694168,0.262448,1.6277,0.293899,0.70972,0.416025,,5.44178,-0.926884,-0.777748,999.0,,,,,,,165.10000000000002,2.5400000000000005,177,2.723076923076923,,,,,,,,,,,,,,,,,,,Adam Tulloch,sa3020588,671969,24.6
Dylan Hall,ATH,3,4,,5.18454,65,0,0,0,,65,291,69,40,37,11,31,,3,46,6.3585,4.2597,1.49271,1.485,0.157912,0.105789,0.0521233826875686,0.266256,1.5273,0.287973,0.705238,0.375112,,5.44468,-0.927731,-0.791643,999.0,,,,,,,156.29999999999998,2.404615384615384,172,2.646153846153846,,,,,,,,,,,,,,,,,,,Dylan Hall,sa3015008,689876,27.4
Noah Dean,BOS,8,15,,5.72967,32,32,0,0,,200,945,208,136,127,27,151,,14,157,7.0623,6.804,1.03796,1.2357,0.166039,0.159966,0.0060727894306182,0.266402,1.7955,0.302752,0.696011,0.433812,,5.85398,-0.927802,-0.319632,999.0,,,,,,,426.1,2.1305,468,2.34,,,,,,,,,,,,,,,,,,,Noah Dean,sa3020740,688629,23.9
Jimmy Loper,,3,4,,5.41701,65,0,0,0,,65,298,70,42,39,10,37,,3,44,6.156,5.1039,1.20614,1.3482,0.149117,0.123632,0.025485061109066,0.271585,1.6457,0.296013,0.698478,0.417005,,5.59238,-0.929179,-0.837688,999.0,,,,,,,144.0,2.2153846153846155,163,2.5076923076923077,,,,,,,,,,,,,,,,,,,Jimmy Loper,sa3020838,803182,25.4
Paxton Thompson,PHI,3,4,,5.51781,65,0,0,0,,65,297,69,42,40,11,37,,3,46,6.3009,5.0958,1.23649,1.5219,0.153396,0.124058,0.0293383002281188,0.267975,1.6258,0.288664,0.701194,0.385187,,5.79428,-0.929486,-0.74359,999.0,,,,,,,138.29999999999998,2.1276923076923073,154,2.3692307692307693,,,,,,,,,,,,,,,,,,,Paxton Thompson,sa3023277,801505,25.4
Brody Jessee,CIN,3,4,,5.77152,65,0,0,0,,65,301,71,44,42,12,37,,4,48,6.6051,5.1849,1.27391,1.6074,0.158612,0.124508,0.0341041684150695,0.272894,1.665,0.295773,0.695143,0.408901,,5.93088,-0.930634,-0.767991,999.0,,,,,,,121.79999999999998,1.8738461538461535,142,2.1846153846153844,,,,,,,,,,,,,,,,,,,Brody Jessee,sa3020447,689297,24.2
Aidan Maldonado,MIL,3,4,,5.39037,65,0,0,0,,65,298,68,42,39,10,38,,3,48,6.6546,5.1966,1.28057,1.4193,0.161265,0.125932,0.0353326052427291,0.266144,1.6304,0.292639,0.703594,0.403546,,5.62328,-0.931092,-0.811567,999.0,,,,,,,154.2,2.372307692307692,168,2.5846153846153848,,,,,,,,,,,,,,,,,,,Aidan Maldonado,sa3020829,682251,24.7
Isaac Gallegos,ATL,3,3,,5.36688,65,0,0,0,,65,300,68,41,39,9,42,,3,52,7.2405,5.7861,1.25136,1.26,0.174021,0.139066,0.0349556505680084,0.264692,1.6833,0.30153,0.703624,0.416285,,5.45468,-0.931514,-0.67474,999.0,,,,,,,162.5,2.5,177,2.723076923076923,,,,,,,,,,,,,,,,,,,Isaac Gallegos,sa3023183,814541,22.4
James Proctor,CIN,8,17,,6.10029,32,32,0,0,,200,922,238,144,136,39,96,,10,118,5.3199,4.3029,1.23635,1.7505,0.128221,0.103709,0.0245119333267211,0.29098,1.6662,0.301319,0.678528,0.433785,,6.09348,-0.931728,-0.921274,999.0,,,,,,,299.5,1.4975,411,2.055,,,,,,,,,,,,,,,,,,,James Proctor,sa3014804,689101,26.6
Alfred Morillo,ARI,3,3,,5.35185,65,0,0,0,,65,302,69,41,39,8,42,,4,48,6.6276,5.8779,1.12755,1.0908,0.158468,0.140542,0.0179255455732345,0.270487,1.7166,0.306519,0.697192,0.460643,,5.41488,-0.931734,-0.636848,999.0,,,,,,,161.20000000000002,2.4800000000000004,179,2.753846153846154,,,,,,,,,,,,,,,,,,,Alfred Morillo,sa3018870,801219,23.3
Nicolas Cruz,LAD,3,4,,5.57748,65,0,0,0,,65,298,73,43,40,11,35,,3,42,5.8644,4.7988,1.22206,1.4697,0.142209,0.116368,0.0258402377367019,0.27889,1.6494,0.298958,0.695182,0.436462,,5.72528,-0.934844,-0.968072,999.0,,,,,,,125.89999999999998,1.9369230769230763,152,2.3384615384615386,,,,,,,,,,,,,,,,,,,Nicolas Cruz,sa3019461,800395,20.8
Mike Mokma,,3,4,,5.45211,65,0,0,0,,65,298,71,42,39,10,36,,3,43,5.967,5.0454,1.18266,1.3455,0.144476,0.122162,0.0223142281174659,0.274514,1.6541,0.297707,0.696982,0.423004,,5.60078,-0.93528,-0.837688,999.0,,,,,,,142.4,2.190769230769231,164,2.523076923076923,,,,,,,,,,,,,,,,,,,Mike Mokma,sa3014794,680442,26.8
Jonah Hurney,CIN,3,4,,5.70654,65,0,0,0,,65,304,72,44,41,10,41,,3,44,6.0606,5.6655,1.06974,1.4472,0.144043,0.134652,0.0093903690576553,0.278838,1.7446,0.301526,0.702609,0.439762,,5.93778,-0.935349,-0.767991,999.0,,,,,,,126.8,1.950769230769231,151,2.3230769230769233,,,,,,,,,,,,,,,,,,,Jonah Hurney,sa3023417,802373,25.0
Cory Wall,ATL,3,4,,5.45301,65,0,0,0,,65,293,72,42,39,11,29,,3,44,6.0966,4.0059,1.52191,1.5075,0.150166,0.0986699,0.0514963418245315,0.276668,1.5575,0.297531,0.689947,0.393331,,5.46008,-0.935521,-0.774446,999.0,,,,,,,150.5,2.3153846153846156,174,2.6769230769230767,,,,,,,,,,,,,,,,,,,Cory Wall,sa3022944,696505,24.9
Keyner Benitez,MIA,8,16,,5.62041,32,32,0,0,,200,929,224,134,125,29,119,,10,122,5.4936,5.3388,1.029,1.2933,0.131354,0.127652,0.003701314330101,0.28022,1.7152,0.301025,0.691801,0.43571,,5.74278,-0.938003,-0.463044,999.0,,,,,,,397.9,1.9895,480,2.4,,,,,,,,,,,,,,,,,,,Keyner Benitez,sa3021795,808547,18.7
Nick Roth,,3,4,,5.37579,65,0,0,0,,65,296,71,41,39,10,33,,3,44,6.1524,4.5837,1.34223,1.4103,0.150242,0.111934,0.0383076965808868,0.274981,1.6076,0.29856,0.698664,0.418365,,5.50408,-0.93923,-0.890468,999.0,,,,,,,153.4,2.36,175,2.6923076923076925,,,,,,,,,,,,,,,,,,,Nick Roth,sa3010669,688516,28.5
Malik Barrington,,3,4,,5.37165,65,0,0,0,,65,298,67,41,39,10,39,,3,49,6.7518,5.463,1.23591,1.3671,0.163407,0.132215,0.0311914682388305,0.263282,1.6432,0.291502,0.70393,0.394003,,5.60668,-0.939565,-0.736684,999.0,,,,,,,155.8,2.396923076923077,167,2.5692307692307694,,,,,,,,,,,,,,,,,,,Malik Barrington,sa3017644,703105,27.4
Luke Bell,CHW,3,4,,5.60565,65,0,0,0,,65,299,70,43,40,11,38,,3,46,6.3639,5.3001,1.20071,1.5291,0.153584,0.127911,0.0256733298301696,0.270997,1.665,0.292899,0.702664,0.394497,,5.86028,-0.939666,-0.923376,999.0,,,,,,,132.7,2.0415384615384613,151,2.3230769230769233,,,,,,,,,,,,,,,,,,,Luke Bell,sa3022731,687259,24.5
Conor Steinbaugh,BOS,3,4,,5.84154,65,0,0,0,,65,301,75,45,42,10,36,,3,40,5.5008,4.9689,1.10705,1.359,0.132123,0.119347,0.0127756148576736,0.286666,1.7053,0.307367,0.678626,0.438837,,5.71668,-0.941181,-0.886449,999.0,,,,,,,126.0,1.9384615384615385,158,2.4307692307692306,,,,,,,,,,,,,,,,,,,Conor Steinbaugh,sa3023419,805772,25.7
Jack Aldrich,,3,4,,5.31702,65,0,0,0,,65,300,71,41,38,9,39,,3,41,5.616,5.3316,1.05334,1.224,0.135036,0.128197,0.0068383514881134,0.276008,1.6908,0.298919,0.704479,0.442986,,5.61068,-0.94247,-0.736684,999.0,,,,,,,141.70000000000002,2.18,164,2.523076923076923,,,,,,,,,,,,,,,,,,,Jack Aldrich,sa3017145,700943,25.7
